"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight"
"29136",33842,4,17,2002,2,"DM","F",35,51
"29137",33843,4,17,2002,2,"PP","F",22,14
"29138",33844,4,17,2002,2,"DM","F",34,30
"29139",33845,4,17,2002,2,"PP","M",23,22
"29140",33846,4,17,2002,2,"PP","F",21,17
"29141",33847,4,17,2002,2,"NL","F",30,149
"29142",33848,4,17,2002,3,"DM","M",36,50
"29143",33849,4,17,2002,3,"DM","F",36,43
"29144",33850,4,17,2002,3,"PP","M",22,21
"29145",33851,4,17,2002,3,"DO","M",36,47
"29146",33852,4,17,2002,3,"PB","M",27,51
"29147",33853,4,17,2002,3,"PB","F",26,38
"29148",33854,4,17,2002,3,"PB","M",26,39
"29149",33855,4,17,2002,3,"PB","F",26,34
"29150",33856,4,17,2002,3,"PB","F",26,39
"29151",33857,4,17,2002,3,"DO","M",36,53
"29152",33858,4,17,2002,3,"PP","M",22,21
"29153",33859,4,17,2002,3,"DO","F",36,56
"29154",33860,4,17,2002,3,"PP","F",22,16
"29155",33861,4,17,2002,3,"PB","F",25,32
"29156",33862,4,17,2002,3,"PP","F",22,15
"29157",33863,4,17,2002,3,"OT","M",21,31
"29158",33864,4,17,2002,4,"DO","F",35,60
"29159",33865,4,17,2002,4,"DM","F",36,47
"29160",33866,4,17,2002,4,"PP","F",22,16
"29161",33867,4,17,2002,4,"DO","M",34,30
"29162",33868,4,17,2002,4,"DO","M",36,56
"29163",33869,4,17,2002,4,"PF","F",15,8
"29164",33870,4,17,2002,4,"PF","M",15,7
"29165",33871,4,17,2002,4,"DM","M",36,52
"29166",33872,4,17,2002,4,"PB","F",26,35
"29167",33873,4,17,2002,4,"OT","F",21,28
"29168",33874,4,17,2002,4,"PB","M",26,24
"29169",33875,4,17,2002,4,"PP","F",23,18
"29170",33876,4,17,2002,4,"DM","F",37,55
"29171",33877,4,17,2002,4,"PB","M",29,48
"29172",33878,4,17,2002,9,"DM","F",35,57
"29173",33879,4,17,2002,9,"DM","F",35,50
"29174",33880,4,17,2002,9,"PP","F",22,17
"29175",33882,4,17,2002,9,"PP","M",22,17
"29176",33883,4,17,2002,9,"OT","F",20,26
"29177",33884,4,17,2002,9,"PP","M",23,24
"29178",33886,4,17,2002,9,"DM","M",37,48
"29179",33887,4,17,2002,9,"DM","F",34,45
"29180",33888,4,17,2002,9,"PP","F",23,16
"29181",33889,4,17,2002,9,"PP","M",23,19
"29182",33890,4,17,2002,9,"DM","M",35,56
"29183",33891,4,17,2002,14,"DM","M",36,48
"29184",33892,4,17,2002,14,"OT","F",20,27
"29185",33893,4,17,2002,14,"DM","F",35,43
"29186",33894,4,17,2002,14,"DM","F",37,43
"29187",33895,4,17,2002,14,"PP","M",22,21
"29188",33896,4,17,2002,14,"OT","M",20,24
"29189",33897,4,17,2002,14,"DM","M",36,49
"29190",33898,4,17,2002,14,"DM","M",36,43
"29191",33899,4,17,2002,14,"DM","F",34,47
"29192",33900,4,17,2002,14,"DM","M",34,27
"29193",33901,4,17,2002,14,"DM","M",34,50
"29194",33902,4,17,2002,15,"SH","M",26,51
"29195",33904,4,17,2002,15,"PP","F",22,17
"29196",33905,4,17,2002,15,"PP","M",23,18
"29197",33906,4,17,2002,15,"PB","F",27,43
"29198",33907,4,17,2002,15,"PB","M",25,23
"29199",33908,4,17,2002,15,"SH","M",28,55
"29200",33909,4,17,2002,15,"PP","F",22,15
"29201",33910,4,17,2002,15,"PP","M",22,20
"29202",33911,4,17,2002,15,"PP","F",22,18
"29203",33912,4,17,2002,15,"PB","F",26,19
"29204",33913,4,17,2002,21,"PB","F",27,40
"29205",33914,4,17,2002,21,"PB","F",25,36
"29206",33915,4,17,2002,21,"PB","F",26,33
"29207",33916,4,17,2002,21,"PB","F",26,30
"29208",33917,4,17,2002,21,"PB","F",26,31
"29209",33918,4,17,2002,21,"PB","M",27,39
"29210",33919,4,17,2002,20,"PB","M",26,41
"29211",33920,4,17,2002,20,"PB","F",26,34
"29212",33921,4,17,2002,20,"PB","F",26,35
"29213",33922,4,17,2002,20,"PB","F",27,34
"29214",33923,4,17,2002,20,"PB","M",28,39
"29215",33924,4,17,2002,20,"NL","F",32,170
"29216",33925,4,17,2002,17,"PP","F",22,19
"29217",33926,4,17,2002,17,"DM","M",37,50
"29218",33927,4,17,2002,17,"PP","M",22,15
"29219",33928,4,17,2002,17,"PB","F",28,47
"29220",33929,4,17,2002,17,"DM","M",36,56
"29221",33930,4,17,2002,17,"DM","F",36,48
"29222",33931,4,17,2002,17,"DM","F",37,47
"29223",33932,4,17,2002,17,"PP","M",22,20
"29224",33933,4,17,2002,17,"NL","F",30,174
"29225",33937,5,15,2002,1,"PP","M",21,15
"29226",33938,5,15,2002,1,"DO","F",36,51
"29227",33939,5,15,2002,1,"PP","F",22,20
"29228",33940,5,15,2002,1,"PP","M",22,15
"29229",33941,5,15,2002,1,"PB","M",26,23
"29230",33942,5,15,2002,1,"PB","F",25,25
"29231",33943,5,15,2002,1,"PB","F",26,39
"29232",33944,5,15,2002,1,"DM","M",39,47
"29233",33945,5,15,2002,1,"DM","F",36,35
"29234",33946,5,15,2002,1,"PP","F",21,17
"29235",33947,5,15,2002,1,"DO","M",36,37
"29236",33948,5,15,2002,1,"PB","M",27,43
"29237",33949,5,15,2002,1,"DO","M",36,52
"29238",33950,5,15,2002,1,"NL","M",30,205
"29239",33951,5,15,2002,1,"NL","F",30,138
"29240",33952,5,15,2002,2,"OT","F",20,27
"29241",33953,5,15,2002,2,"PE","F",20,16
"29242",33954,5,15,2002,2,"PB","M",26,17
"29243",33955,5,15,2002,2,"PB","F",25,19
"29244",33956,5,15,2002,2,"PB","F",26,41
"29245",33957,5,15,2002,2,"PP","M",23,22
"29246",33958,5,15,2002,2,"DM","F",36,41
"29247",33959,5,15,2002,2,"PP","F",22,20
"29248",33960,5,15,2002,2,"DO","M",37,52
"29249",33962,5,15,2002,2,"PB","F",26,19
"29250",33963,5,15,2002,2,"PE","M",20,21
"29251",33964,5,15,2002,2,"PB","F",27,34
"29252",33965,5,15,2002,2,"PP","F",22,18
"29253",33966,5,15,2002,2,"NL","F",31,188
"29254",33967,5,15,2002,12,"DO","M",35,45
"29255",33968,5,15,2002,12,"DO","M",35,47
"29256",33969,5,15,2002,12,"DM","F",36,53
"29257",33970,5,15,2002,12,"PP","M",23,24
"29258",33971,5,15,2002,12,"PP","F",22,21
"29259",33972,5,15,2002,12,"PP","F",22,20
"29260",33973,5,15,2002,12,"PE","F",20,24
"29261",33974,5,15,2002,12,"PP","M",22,17
"29262",33975,5,15,2002,12,"DM","M",36,44
"29263",33976,5,15,2002,12,"DO","F",37,63
"29264",33977,5,15,2002,12,"PP","M",23,19
"29265",33978,5,15,2002,12,"PE","M",21,23
"29266",33979,5,15,2002,12,"PP","M",22,18
"29267",33980,5,15,2002,12,"DO","M",36,51
"29268",33981,5,15,2002,19,"PP","M",23,20
"29269",33982,5,15,2002,19,"PB","F",26,17
"29270",33983,5,15,2002,19,"PB","M",26,17
"29271",33984,5,15,2002,19,"PB","M",28,45
"29272",33985,5,15,2002,19,"PP","M",23,21
"29273",33986,5,15,2002,19,"PB","F",27,36
"29274",33987,5,15,2002,19,"PB","F",26,34
"29275",33988,5,15,2002,19,"PP","F",20,13
"29276",33989,5,15,2002,19,"PB","F",26,33
"29277",33990,5,15,2002,19,"PP","M",23,17
"29278",33991,5,15,2002,19,"PP","F",22,18
"29279",33993,5,15,2002,18,"PB","F",25,20
"29280",33994,5,15,2002,18,"PB","F",26,31
"29281",33995,5,15,2002,18,"PB","M",27,33
"29282",33996,5,15,2002,18,"PB","M",28,45
"29283",33997,5,15,2002,18,"PB","F",26,30
"29284",33998,5,15,2002,18,"PB","M",25,13
"29285",33999,5,15,2002,18,"PB","F",26,20
"29286",34000,5,15,2002,18,"PB","F",26,16
"29287",34001,5,15,2002,18,"PB","F",25,35
"29288",34002,5,15,2002,17,"DM","M",35,41
"29289",34003,5,15,2002,17,"DM","M",36,54
"29290",34004,5,15,2002,17,"DM","F",36,46
"29291",34005,5,15,2002,17,"PB","F",26,35
"29292",34006,5,15,2002,17,"PP","M",22,19
"29293",34007,5,15,2002,17,"PP","F",21,18
"29294",34008,5,15,2002,17,"DM","M",36,51
"29295",34009,5,15,2002,17,"DM","F",36,47
"29296",34010,5,15,2002,17,"PB","M",26,45
"29297",34011,5,15,2002,17,"DM","M",35,46
"29298",34012,5,15,2002,17,"NL","M",31,169
"29299",34013,5,15,2002,20,"PB","M",26,14
"29300",34014,5,15,2002,20,"PB","F",25,16
"29301",34015,5,15,2002,20,"RM","M",18,10
"29302",34016,5,15,2002,20,"PB","M",26,17
"29303",34017,5,15,2002,20,"PB","F",26,36
"29304",34018,5,15,2002,20,"PB","F",27,35
"29305",34019,5,15,2002,20,"OT","F",21,26
"29306",34020,5,15,2002,20,"PB","M",28,38
"29307",34021,5,15,2002,20,"PB","M",26,41
"29308",34022,5,15,2002,20,"NL","F",31,171
"29309",34023,5,15,2002,21,"PB","F",25,32
"29310",34024,5,15,2002,21,"PB","F",27,36
"29311",34025,5,15,2002,21,"PB","F",25,13
"29312",34026,5,15,2002,21,"PB","F",25,31
"29313",34027,5,15,2002,21,"PB","M",27,37
"29314",34028,5,15,2002,21,"PB","M",26,21
"29315",34029,5,15,2002,21,"PB","M",27,39
"29316",34030,5,15,2002,21,"PB","F",25,15
"29317",34031,5,15,2002,21,"PB","F",26,30
"29318",34032,5,15,2002,21,"PB","F",27,41
"29319",34033,5,15,2002,22,"PB","F",26,30
"29320",34034,5,15,2002,22,"DM","M",36,26
"29321",34035,5,15,2002,22,"DM","M",36,49
"29322",34036,5,15,2002,22,"PB","M",26,17
"29323",34037,5,15,2002,22,"PB","M",26,16
"29324",34038,5,15,2002,22,"PB","M",27,32
"29325",34039,5,15,2002,22,"PB","F",27,35
"29326",34040,5,15,2002,22,"PB","M",26,37
"29327",34041,5,15,2002,22,"PB","F",26,29
"29328",34042,5,15,2002,23,"PE","M",20,11
"29329",34043,5,15,2002,24,"PE","M",19,20
"29330",34044,5,15,2002,24,"PE","F",20,24
"29331",34045,5,15,2002,7,"PP","F",22,16
"29332",34047,5,15,2002,7,"PP","F",23,19
"29333",34048,5,16,2002,3,"PB","F",26,17
"29334",34049,5,16,2002,3,"DO","F",35,55
"29335",34050,5,16,2002,3,"DM","F",36,48
"29336",34051,5,16,2002,3,"PB","F",27,39
"29337",34052,5,16,2002,3,"PP","M",23,21
"29338",34053,5,16,2002,3,"PP","M",23,20
"29339",34054,5,16,2002,3,"PB","M",27,48
"29340",34055,5,16,2002,3,"PB","F",26,32
"29341",34056,5,16,2002,3,"PB","F",25,18
"29342",34057,5,16,2002,3,"PF","F",15,9
"29343",34058,5,16,2002,3,"PP","F",23,17
"29344",34059,5,16,2002,3,"PP","M",22,20
"29345",34060,5,16,2002,3,"DM","M",36,55
"29346",34061,5,16,2002,3,"PB","M",27,37
"29347",34062,5,16,2002,3,"PB","M",29,39
"29348",34063,5,16,2002,3,"DO","M",36,52
"29349",34064,5,16,2002,3,"PP","F",23,18
"29350",34065,5,16,2002,3,"DO","M",36,32
"29351",34066,5,16,2002,3,"DO","M",37,29
"29352",34067,5,16,2002,3,"DM","F",36,50
"29353",34068,5,16,2002,3,"DM","M",37,48
"29354",34069,5,16,2002,4,"DM","F",37,46
"29355",34070,5,16,2002,4,"PB","M",25,18
"29356",34071,5,16,2002,4,"PF","M",15,7
"29357",34072,5,16,2002,4,"PP","F",22,17
"29358",34074,5,16,2002,4,"PP","F",22,22
"29359",34075,5,16,2002,4,"DO","M",36,50
"29360",34076,5,16,2002,4,"DM","F",36,49
"29361",34077,5,16,2002,4,"DM","M",36,51
"29362",34078,5,16,2002,4,"PB","M",26,22
"29363",34079,5,16,2002,4,"DO","F",36,50
"29364",34080,5,16,2002,6,"PB","F",26,32
"29365",34081,5,16,2002,6,"DO","M",34,55
"29366",34082,5,16,2002,6,"PB","F",26,29
"29367",34083,5,16,2002,6,"DO","F",33,24
"29368",34084,5,16,2002,6,"PB","M",27,35
"29369",34085,5,16,2002,6,"PB","M",26,32
"29370",34086,5,16,2002,6,"DO","F",36,55
"29371",34087,5,16,2002,6,"PB","F",26,32
"29372",34088,5,16,2002,6,"PB","F",25,32
"29373",34089,5,16,2002,6,"DO","M",34,44
"29374",34090,5,16,2002,6,"PB","F",25,17
"29375",34091,5,16,2002,6,"SH","F",29,75
"29376",34092,5,16,2002,6,"PP","M",24,21
"29377",34093,5,16,2002,6,"PB","F",25,17
"29378",34094,5,16,2002,6,"PP","F",22,20
"29379",34095,5,16,2002,6,"PB","M",26,19
"29380",34096,5,16,2002,6,"PP","M",22,20
"29381",34097,5,16,2002,6,"DO","M",35,24
"29382",34098,5,16,2002,6,"PB","M",26,23
"29383",34099,5,16,2002,6,"PP","F",22,22
"29384",34100,5,16,2002,6,"PB","F",26,36
"29385",34101,5,16,2002,6,"PB","F",25,36
"29386",34102,5,16,2002,6,"PP","M",23,17
"29387",34103,5,16,2002,11,"DM","M",36,46
"29388",34104,5,16,2002,11,"PE","F",20,27
"29389",34105,5,16,2002,11,"PB","F",26,31
"29390",34106,5,16,2002,11,"DO","M",37,52
"29391",34108,5,16,2002,11,"DO","M",35,37
"29392",34109,5,16,2002,11,"DO","M",34,56
"29393",34110,5,16,2002,11,"DO","F",32,45
"29394",34111,5,16,2002,11,"PE","M",20,22
"29395",34112,5,16,2002,11,"PP","F",23,20
"29396",34114,5,16,2002,11,"DO","F",35,37
"29397",34116,5,16,2002,9,"DM","M",36,49
"29398",34118,5,16,2002,9,"DM","M",36,45
"29399",34119,5,16,2002,9,"PP","M",22,20
"29400",34120,5,16,2002,9,"PP","F",22,18
"29401",34121,5,16,2002,9,"PP","M",22,18
"29402",34122,5,16,2002,9,"DM","F",35,45
"29403",34123,5,16,2002,9,"PP","F",22,17
"29404",34124,5,16,2002,9,"OT","F",20,26
"29405",34125,5,16,2002,9,"DM","M",37,48
"29406",34126,5,16,2002,9,"DM","F",35,25
"29407",34127,5,16,2002,9,"DM","F",35,64
"29408",34128,5,16,2002,8,"PP","M",22,20
"29409",34129,5,16,2002,8,"PP","M",23,21
"29410",34130,5,16,2002,8,"DO","F",36,60
"29411",34131,5,16,2002,8,"PB","F",25,12
"29412",34132,5,16,2002,8,"DM","M",36,42
"29413",34133,5,16,2002,8,"DM","F",34,43
"29414",34134,5,16,2002,8,"DO","F",35,47
"29415",34135,5,16,2002,8,"DO","M",36,49
"29416",34136,5,16,2002,8,"PP","F",22,18
"29417",34137,5,16,2002,8,"OT","M",20,11
"29418",34138,5,16,2002,8,"PB","F",26,29
"29419",34139,5,16,2002,8,"PP","M",22,17
"29420",34140,5,16,2002,8,"PP","F",23,13
"29421",34141,5,16,2002,8,"PP","M",23,12
"29422",34142,5,16,2002,8,"DO","M",38,44
"29423",34143,5,16,2002,8,"PB","F",26,46
"29424",34144,5,16,2002,8,"PB","F",26,18
"29425",34145,5,16,2002,8,"PB","F",25,14
"29426",34146,5,16,2002,8,"DO","F",36,44
"29427",34147,5,16,2002,8,"DO","M",35,57
"29428",34148,5,16,2002,13,"PB","M",27,40
"29429",34150,5,16,2002,13,"OT","F",20,23
"29430",34151,5,16,2002,13,"PB","M",26,41
"29431",34152,5,16,2002,13,"PB","M",26,23
"29432",34153,5,16,2002,13,"PB","M",26,26
"29433",34154,5,16,2002,13,"PB","F",27,26
"29434",34155,5,16,2002,13,"PB","F",27,42
"29435",34156,5,16,2002,14,"DM","M",35,36
"29436",34157,5,16,2002,14,"PP","M",22,18
"29437",34158,5,16,2002,14,"DM","M",36,48
"29438",34159,5,16,2002,14,"DM","M",34,47
"29439",34160,5,16,2002,14,"DM","M",35,42
"29440",34161,5,16,2002,14,"DM","F",35,37
"29441",34162,5,16,2002,14,"DM","M",35,47
"29442",34163,5,16,2002,14,"DM","M",35,48
"29443",34164,5,16,2002,14,"DM","F",35,52
"29444",34165,5,16,2002,15,"PP","F",21,15
"29445",34166,5,16,2002,15,"PB","M",25,24
"29446",34167,5,16,2002,15,"PB","F",27,33
"29447",34168,5,16,2002,15,"PP","F",22,20
"29448",34169,5,16,2002,15,"PP","M",23,18
"29449",34170,5,16,2002,15,"PP","F",21,20
"29450",34172,5,16,2002,15,"PB","F",27,23
"29451",34174,5,16,2002,5,"RM","M",17,11
"29452",34175,5,16,2002,16,"PB","M",25,35
"29453",34176,5,16,2002,16,"DO","M",37,52
"29454",34177,5,16,2002,16,"PE","M",18,13
"29455",34178,5,16,2002,16,"PB","M",27,36
"29456",34180,6,15,2002,1,"DO","F",34,39
"29457",34181,6,15,2002,1,"PB","F",26,29
"29458",34182,6,15,2002,1,"PB","F",26,30
"29459",34183,6,15,2002,1,"PP","F",22,11
"29460",34184,6,15,2002,1,"PP","M",24,23
"29461",34185,6,15,2002,1,"PP","M",23,21
"29462",34186,6,15,2002,1,"PP","M",22,17
"29463",34187,6,15,2002,1,"PP","F",22,23
"29464",34188,6,15,2002,1,"DM","M",37,49
"29465",34189,6,15,2002,1,"PB","M",26,30
"29466",34190,6,15,2002,1,"DM","F",37,45
"29467",34191,6,15,2002,1,"PB","M",27,43
"29468",34192,6,15,2002,2,"DM","F",35,50
"29469",34193,6,15,2002,2,"PP","F",20,9
"29470",34194,6,15,2002,2,"PE","F",21,25
"29471",34195,6,15,2002,2,"PB","M",28,32
"29472",34196,6,15,2002,2,"PB","F",26,45
"29473",34197,6,15,2002,2,"PP","M",23,22
"29474",34198,6,15,2002,2,"NL","F",31,139
"29475",34199,6,15,2002,12,"DM","F",36,50
"29476",34200,6,15,2002,12,"PP","M",23,22
"29477",34201,6,15,2002,12,"DO","F",38,47
"29478",34202,6,15,2002,12,"PP","F",22,21
"29479",34203,6,15,2002,12,"PP","M",22,18
"29480",34204,6,15,2002,12,"DO","M",38,52
"29481",34205,6,15,2002,12,"PE","F",20,23
"29482",34206,6,15,2002,12,"PP","F",22,19
"29483",34207,6,15,2002,12,"DO","M",36,54
"29484",34208,6,15,2002,12,"PP","F",22,18
"29485",34209,6,15,2002,12,"OT","F",20,35
"29486",34210,6,15,2002,19,"PB","F",26,24
"29487",34211,6,15,2002,19,"PP","F",22,17
"29488",34212,6,15,2002,19,"PP","M",23,18
"29489",34213,6,15,2002,19,"PP","F",21,18
"29490",34214,6,15,2002,19,"PB","F",26,31
"29491",34215,6,15,2002,19,"PP","F",20,18
"29492",34216,6,15,2002,19,"PP","M",23,18
"29493",34217,6,15,2002,19,"PB","M",27,23
"29494",34218,6,15,2002,19,"PB","F",26,34
"29495",34219,6,15,2002,19,"PB","F",26,23
"29496",34220,6,15,2002,19,"PB","M",28,43
"29497",34221,6,15,2002,19,"PP","M",23,18
"29498",34222,6,15,2002,22,"PB","F",26,35
"29499",34223,6,15,2002,22,"PB","F",26,26
"29500",34224,6,15,2002,22,"PB","M",26,24
"29501",34225,6,15,2002,22,"PB","F",27,25
"29502",34226,6,15,2002,22,"PB","M",27,35
"29503",34227,6,15,2002,22,"PB","F",26,29
"29504",34229,6,15,2002,22,"PB","M",28,39
"29505",34230,6,15,2002,22,"PB","M",26,23
"29506",34231,6,15,2002,22,"PB","M",26,25
"29507",34232,6,15,2002,18,"PB","F",26,34
"29508",34233,6,15,2002,18,"PB","F",23,28
"29509",34234,6,15,2002,18,"PB","F",26,19
"29510",34235,6,15,2002,18,"PB","F",26,25
"29511",34236,6,15,2002,18,"PB","F",26,23
"29512",34237,6,15,2002,18,"PB","M",26,18
"29513",34238,6,15,2002,18,"PB","M",27,33
"29514",34239,6,15,2002,18,"PB","F",26,20
"29515",34240,6,15,2002,18,"PB","F",26,20
"29516",34241,6,15,2002,18,"PB","M",27,45
"29517",34242,6,15,2002,18,"PB","F",25,20
"29518",34243,6,15,2002,18,"PB","M",27,33
"29519",34244,6,15,2002,17,"PB","M",27,47
"29520",34245,6,15,2002,17,"DM","M",37,50
"29521",34246,6,15,2002,17,"PB","M",26,24
"29522",34247,6,15,2002,17,"DM","F",38,50
"29523",34248,6,15,2002,17,"DO","M",36,50
"29524",34249,6,15,2002,17,"PP","F",21,13
"29525",34250,6,15,2002,17,"PB","F",27,38
"29526",34251,6,15,2002,17,"PP","F",21,17
"29527",34252,6,15,2002,17,"PB","M",27,28
"29528",34253,6,15,2002,17,"DM","F",36,50
"29529",34254,6,15,2002,17,"PB","F",26,25
"29530",34255,6,15,2002,17,"DM","M",36,51
"29531",34256,6,15,2002,17,"DM","F",36,26
"29532",34258,6,15,2002,17,"PB","F",27,20
"29533",34259,6,15,2002,21,"PB","F",26,30
"29534",34260,6,15,2002,21,"PB","F",26,22
"29535",34261,6,15,2002,21,"PB","F",26,33
"29536",34262,6,15,2002,21,"PB","M",26,21
"29537",34263,6,15,2002,21,"PB","M",27,40
"29538",34264,6,15,2002,21,"PB","M",27,28
"29539",34265,6,15,2002,21,"PB","F",26,23
"29540",34266,6,15,2002,21,"PB","F",27,33
"29541",34267,6,15,2002,21,"PB","F",26,32
"29542",34268,6,15,2002,21,"PB","F",25,21
"29543",34269,6,15,2002,21,"PB","F",25,31
"29544",34271,6,15,2002,20,"PB","F",25,22
"29545",34272,6,15,2002,20,"PB","M",28,40
"29546",34273,6,15,2002,20,"PB","M",26,42
"29547",34274,6,15,2002,20,"PB","F",25,33
"29548",34275,6,15,2002,20,"PB","F",25,29
"29549",34277,6,15,2002,20,"NL","F",31,164
"29550",34278,6,15,2002,24,"PE","M",20,15
"29551",34280,6,15,2002,23,"RM","M",16,7
"29552",34281,6,15,2002,23,"RM","F",14,9
"29553",34282,6,15,2002,7,"PP","F",23,23
"29554",34284,6,15,2002,7,"PP","M",22,18
"29555",34285,6,15,2002,7,"PP","F",23,27
"29556",34286,6,15,2002,7,"PP","F",22,16
"29557",34288,6,16,2002,3,"DO","F",35,55
"29558",34289,6,16,2002,3,"PB","F",27,32
"29559",34290,6,16,2002,3,"DM","F",36,44
"29560",34291,6,16,2002,3,"PP","M",22,12
"29561",34292,6,16,2002,3,"PP","F",22,11
"29562",34293,6,16,2002,3,"PB","M",26,34
"29563",34294,6,16,2002,3,"PP","F",22,18
"29564",34295,6,16,2002,3,"PI","M",22,21
"29565",34296,6,16,2002,3,"PB","M",26,36
"29566",34297,6,16,2002,3,"DM","M",36,53
"29567",34298,6,16,2002,3,"PP","F",22,16
"29568",34299,6,16,2002,3,"PB","F",25,34
"29569",34300,6,16,2002,4,"PB","F",26,23
"29570",34301,6,16,2002,4,"PP","F",23,18
"29571",34302,6,16,2002,4,"PP","F",23,15
"29572",34303,6,16,2002,4,"PP","F",23,20
"29573",34304,6,16,2002,4,"DM","F",36,46
"29574",34305,6,16,2002,4,"PB","M",26,28
"29575",34306,6,16,2002,4,"PB","M",28,48
"29576",34307,6,16,2002,4,"DO","M",35,50
"29577",34308,6,16,2002,4,"DM","F",37,50
"29578",34309,6,16,2002,4,"PB","F",26,27
"29579",34310,6,16,2002,4,"PE","F",20,22
"29580",34311,6,16,2002,4,"PP","M",22,16
"29581",34312,6,16,2002,6,"PB","F",26,38
"29582",34313,6,16,2002,6,"PP","M",21,8
"29583",34314,6,16,2002,6,"PB","M",26,36
"29584",34315,6,16,2002,6,"PP","F",22,17
"29585",34316,6,16,2002,6,"PB","F",26,28
"29586",34317,6,16,2002,6,"PP","F",21,15
"29587",34318,6,16,2002,6,"DO","M",36,43
"29588",34319,6,16,2002,6,"PP","F",22,19
"29589",34320,6,16,2002,6,"PP","M",23,18
"29590",34321,6,16,2002,6,"PB","F",26,33
"29591",34322,6,16,2002,6,"DM","M",35,33
"29592",34323,6,16,2002,6,"PB","M",26,22
"29593",34324,6,16,2002,6,"PB","F",25,29
"29594",34325,6,16,2002,6,"DO","F",36,50
"29595",34327,6,16,2002,11,"DO","M",33,41
"29596",34328,6,16,2002,11,"DO","M",36,49
"29597",34329,6,16,2002,11,"PP","F",22,19
"29598",34330,6,16,2002,11,"OT","M",20,23
"29599",34331,6,16,2002,11,"DO","F",33,40
"29600",34332,6,16,2002,11,"DO","M",36,43
"29601",34333,6,16,2002,11,"PP","F",22,10
"29602",34334,6,16,2002,11,"PP","M",23,20
"29603",34335,6,16,2002,11,"DO","F",35,44
"29604",34336,6,16,2002,11,"PP","M",23,20
"29605",34337,6,16,2002,9,"PP","F",21,9
"29606",34339,6,16,2002,9,"DM","M",36,25
"29607",34340,6,16,2002,9,"PP","F",23,17
"29608",34341,6,16,2002,9,"DM","F",36,48
"29609",34342,6,16,2002,9,"DM","M",36,48
"29610",34343,6,16,2002,9,"DM","F",36,41
"29611",34344,6,16,2002,9,"PP","M",22,17
"29612",34345,6,16,2002,9,"PP","M",21,10
"29613",34346,6,16,2002,9,"DM","M",34,22
"29614",34347,6,16,2002,9,"PP","F",22,11
"29615",34348,6,16,2002,9,"PP","F",22,18
"29616",34349,6,16,2002,8,"DM","M",35,42
"29617",34350,6,16,2002,8,"DO","M",37,49
"29618",34351,6,16,2002,8,"DO","M",35,36
"29619",34352,6,16,2002,8,"DO","F",38,48
"29620",34353,6,16,2002,8,"PP","M",21,9
"29621",34354,6,16,2002,8,"PB","M",25,21
"29622",34355,6,16,2002,8,"DO","M",37,51
"29623",34356,6,16,2002,8,"DO","M",35,26
"29624",34357,6,16,2002,8,"PB","F",26,21
"29625",34358,6,16,2002,8,"PB","F",27,36
"29626",34359,6,16,2002,8,"PP","M",22,21
"29627",34360,6,16,2002,8,"DO","M",36,55
"29628",34361,6,16,2002,8,"DO","M",37,45
"29629",34362,6,16,2002,8,"PB","M",25,18
"29630",34363,6,16,2002,8,"PP","M",22,11
"29631",34364,6,16,2002,8,"PP","M",22,21
"29632",34365,6,16,2002,8,"PP","F",22,18
"29633",34366,6,16,2002,8,"DO","F",36,51
"29634",34367,6,16,2002,13,"PB","M",26,26
"29635",34368,6,16,2002,13,"PE","M",20,19
"29636",34369,6,16,2002,13,"PB","M",27,41
"29637",34370,6,16,2002,13,"PB","M",26,42
"29638",34371,6,16,2002,13,"PB","F",26,30
"29639",34372,6,16,2002,13,"DO","F",36,41
"29640",34373,6,16,2002,13,"PB","F",27,31
"29641",34374,6,16,2002,13,"PB","M",26,26
"29642",34375,6,16,2002,13,"PB","F",26,27
"29643",34376,6,16,2002,13,"PB","F",26,37
"29644",34378,6,16,2002,14,"DM","F",36,46
"29645",34379,6,16,2002,14,"DM","M",35,46
"29646",34380,6,16,2002,14,"PP","M",22,17
"29647",34381,6,16,2002,14,"PP","M",22,9
"29648",34382,6,16,2002,14,"DM","M",35,38
"29649",34383,6,16,2002,14,"DM","M",36,46
"29650",34384,6,16,2002,14,"OT","M",21,23
"29651",34385,6,16,2002,14,"DM","F",36,47
"29652",34386,6,16,2002,14,"DM","M",35,46
"29653",34387,6,16,2002,14,"NL","M",31,203
"29654",34388,6,16,2002,15,"PB","F",26,37
"29655",34390,6,16,2002,15,"PP","M",22,10
"29656",34391,6,16,2002,15,"PB","M",26,17
"29657",34392,6,16,2002,15,"PB","M",26,26
"29658",34393,6,16,2002,15,"PP","F",22,19
"29659",34394,6,16,2002,15,"PB","F",26,19
"29660",34395,6,16,2002,15,"DM","M",36,35
"29661",34396,6,16,2002,15,"PB","F",26,29
"29662",34397,6,16,2002,15,"PB","F",26,17
"29663",34398,6,16,2002,15,"PB","F",25,16
"29664",34399,6,16,2002,15,"PP","M",22,16
"29665",34400,6,16,2002,15,"PP","M",22,22
"29666",34401,6,16,2002,15,"PB","F",26,26
"29667",34402,6,16,2002,15,"PP","M",25,18
"29668",34403,6,16,2002,16,"PF","F",16,5
"29669",34404,6,16,2002,16,"PB","M",26,24
"29670",34405,6,16,2002,16,"OT","F",20,24
"29671",34406,6,16,2002,16,"PB","M",27,23
"29672",34407,6,16,2002,16,"PB","F",26,27
