stud.id,semester,major,minor,math_score,statistics_score,math_grade,statistics_grade
592411,3rd,Environmental Sciences,Mathematics and Statistics,77,68,g. 07,g. 12
815546,4th,Biology,Political Science,67,78,g. 04,g. 04
351538,5th,Political Science,Biology,61,61,g. 04,g. 04
248854,5th,Political Science,Social Sciences,44,60,g. 00,g. 00
202875,5th,Economics and Finance,Mathematics and Statistics,61,70,g. 04,g. 04
127097,3rd,Biology,Social Sciences,79,79,g. 07,g. 07
424518,3rd,Biology,Political Science,80,80,g. 10,g. 10
884849,3rd,Economics and Finance,Mathematics and Statistics,66,69,g. 04,g. 04
773320,4th,Biology,Environmental Sciences,75,74,g. 07,g. 07
640129,4th,Biology,Environmental Sciences,75,79,g. 07,g. 07
848677,5th,Social Sciences,Mathematics and Statistics,38,47,g. 00,g. 00
593824,3rd,Environmental Sciences,Political Science,74,73,g. 07,g. 07
750425,3rd,Political Science,Mathematics and Statistics,60,60,g. 04,g. 04
171521,3rd,Social Sciences,Mathematics and Statistics,50,44,g. 02,g. 12
920877,3rd,Environmental Sciences,Biology,69,74,g. 04,g. 04
464606,4th,Political Science,Economics and Finance,54,50,g. 02,g. 02
927392,6th,Biology,Economics and Finance,79,77,g. 07,g. 07
744538,5th,Environmental Sciences,Mathematics and Statistics,75,69,g. 07,g. 12
763272,3rd,Environmental Sciences,Mathematics and Statistics,74,70,g. 07,g. 07
273910,5th,Political Science,Mathematics and Statistics,63,49,g. 04,g. 12
431004,5th,Social Sciences,Mathematics and Statistics,47,53,g. 00,g. 00
634662,6th,Political Science,Mathematics and Statistics,63,53,g. 04,g. 12
778539,6th,Social Sciences,Mathematics and Statistics,46,49,g. 00,g. 00
367114,5th,Mathematics and Statistics,Economics and Finance,91,94,g. 12,g. 12
325310,5th,Economics and Finance,Environmental Sciences,57,63,g. 02,g. 02
562848,4th,Political Science,Mathematics and Statistics,54,60,g. 02,g. 02
463027,6th,Social Sciences,Economics and Finance,46,39,g. 00,g. 00
407275,5th,Biology,Economics and Finance,81,69,g. 10,g. 12
571702,5th,Economics and Finance,Mathematics and Statistics,68,65,g. 04,g. 04
962510,3rd,Political Science,Economics and Finance,50,56,g. 02,g. 02
430030,4th,Mathematics and Statistics,Economics and Finance,87,95,g. 10,g. 10
886960,5th,Economics and Finance,Political Science,56,67,g. 02,g. 02
922769,3rd,Mathematics and Statistics,Biology,85,87,g. 10,g. 10
675251,3rd,Political Science,Social Sciences,45,55,g. 00,g. 00
428800,4th,Mathematics and Statistics,Economics and Finance,91,91,g. 12,g. 12
648113,3rd,Economics and Finance,Social Sciences,64,69,g. 04,g. 04
539956,4th,Environmental Sciences,Biology,57,76,g. 02,g. 02
898685,4th,Mathematics and Statistics,Environmental Sciences,82,92,g. 10,g. 10
911482,3rd,Social Sciences,Biology,46,46,g. 00,g. 00
986157,>6th,Economics and Finance,Social Sciences,60,68,g. 04,g. 04
657883,3rd,Social Sciences,Economics and Finance,50,38,g. 02,g. 12
299694,6th,Mathematics and Statistics,Political Science,84,95,g. 10,g. 10
901180,3rd,Biology,Mathematics and Statistics,76,83,g. 07,g. 07
553535,5th,Political Science,Mathematics and Statistics,51,51,g. 02,g. 02
455636,4th,Mathematics and Statistics,Political Science,91,90,g. 12,g. 12
659102,>6th,Biology,Economics and Finance,81,82,g. 10,g. 10
169106,3rd,Environmental Sciences,Mathematics and Statistics,75,78,g. 07,g. 07
397489,3rd,Social Sciences,Environmental Sciences,40,40,g. 00,g. 00
196511,5th,Environmental Sciences,Economics and Finance,70,74,g. 07,g. 07
172482,3rd,Environmental Sciences,Mathematics and Statistics,64,79,g. 04,g. 04
170052,5th,Biology,Economics and Finance,76,79,g. 07,g. 07
870181,5th,Political Science,Biology,58,54,g. 02,g. 02
295663,3rd,Biology,Political Science,84,74,g. 10,g. 12
535728,3rd,Environmental Sciences,Political Science,71,78,g. 07,g. 07
830053,3rd,Environmental Sciences,Mathematics and Statistics,73,71,g. 07,g. 07
241038,3rd,Economics and Finance,Biology,66,75,g. 04,g. 04
521316,4th,Biology,Mathematics and Statistics,73,79,g. 07,g. 07
571034,4th,Biology,Social Sciences,78,77,g. 07,g. 07
402780,5th,Environmental Sciences,Social Sciences,73,73,g. 07,g. 07
482092,>6th,Biology,Economics and Finance,74,80,g. 07,g. 07
544711,5th,Social Sciences,Mathematics and Statistics,45,56,g. 00,g. 00
135904,3rd,Social Sciences,Economics and Finance,47,52,g. 00,g. 00
233418,4th,Mathematics and Statistics,Economics and Finance,83,90,g. 10,g. 10
565284,3rd,Biology,Environmental Sciences,74,79,g. 07,g. 07
306153,5th,Political Science,Biology,48,56,g. 00,g. 00
130379,4th,Mathematics and Statistics,Social Sciences,89,91,g. 10,g. 10
499524,5th,Environmental Sciences,Economics and Finance,77,62,g. 07,g. 12
437540,3rd,Mathematics and Statistics,Social Sciences,88,84,g. 10,g. 10
698699,3rd,Social Sciences,Biology,44,43,g. 00,g. 00
327510,4th,Environmental Sciences,Political Science,68,72,g. 04,g. 04
783262,4th,Mathematics and Statistics,Political Science,89,88,g. 10,g. 10
592693,5th,Economics and Finance,Political Science,66,62,g. 04,g. 04
978096,6th,Environmental Sciences,Biology,77,72,g. 07,g. 07
775806,3rd,Political Science,Mathematics and Statistics,60,50,g. 04,g. 12
668922,4th,Economics and Finance,Mathematics and Statistics,68,68,g. 04,g. 04
479406,4th,Environmental Sciences,Biology,73,70,g. 07,g. 07
801599,>6th,Social Sciences,Environmental Sciences,43,51,g. 00,g. 00
658736,6th,Mathematics and Statistics,Biology,88,91,g. 10,g. 10
689141,3rd,Political Science,Biology,57,64,g. 02,g. 02
322346,3rd,Environmental Sciences,Political Science,71,71,g. 07,g. 07
828918,4th,Economics and Finance,Political Science,61,70,g. 04,g. 04
217293,3rd,Mathematics and Statistics,Biology,88,82,g. 10,g. 10
933692,5th,Mathematics and Statistics,Biology,89,85,g. 10,g. 10
537660,3rd,Economics and Finance,Environmental Sciences,66,63,g. 04,g. 04
177513,5th,Environmental Sciences,Mathematics and Statistics,68,72,g. 04,g. 04
728900,3rd,Mathematics and Statistics,Political Science,87,91,g. 10,g. 10
528736,3rd,Environmental Sciences,Social Sciences,65,71,g. 04,g. 04
792330,3rd,Mathematics and Statistics,Environmental Sciences,90,91,g. 12,g. 12
271762,3rd,Biology,Environmental Sciences,77,71,g. 07,g. 07
124490,5th,Biology,Economics and Finance,77,84,g. 07,g. 07
120195,5th,Economics and Finance,Political Science,63,63,g. 04,g. 04
928464,6th,Social Sciences,Environmental Sciences,44,49,g. 00,g. 00
380792,>6th,Mathematics and Statistics,Political Science,91,85,g. 12,g. 12
601369,5th,Biology,Economics and Finance,70,71,g. 07,g. 07
601902,4th,Mathematics and Statistics,Biology,89,89,g. 10,g. 10
900909,3rd,Biology,Mathematics and Statistics,74,78,g. 07,g. 07
203057,4th,Environmental Sciences,Economics and Finance,73,78,g. 07,g. 07
138902,6th,Biology,Social Sciences,80,82,g. 10,g. 10
127478,6th,Environmental Sciences,Mathematics and Statistics,66,74,g. 04,g. 04
549959,4th,Environmental Sciences,Economics and Finance,75,72,g. 07,g. 07
159582,5th,Biology,Economics and Finance,80,82,g. 10,g. 10
687142,3rd,Environmental Sciences,Biology,74,70,g. 07,g. 07
159316,4th,Mathematics and Statistics,Political Science,86,86,g. 10,g. 10
855623,5th,Economics and Finance,Biology,69,68,g. 04,g. 04
927924,6th,Environmental Sciences,Political Science,71,79,g. 07,g. 07
519558,3rd,Mathematics and Statistics,Environmental Sciences,90,91,g. 12,g. 12
710898,6th,Economics and Finance,Biology,68,59,g. 04,g. 12
249164,3rd,Mathematics and Statistics,Biology,90,91,g. 12,g. 12
432715,3rd,Environmental Sciences,Mathematics and Statistics,63,75,g. 04,g. 04
461770,4th,Social Sciences,Political Science,49,44,g. 00,g. 00
542196,3rd,Biology,Mathematics and Statistics,73,80,g. 07,g. 07
854937,5th,Mathematics and Statistics,Biology,87,89,g. 10,g. 10
365681,3rd,Political Science,Environmental Sciences,53,57,g. 02,g. 02
128305,3rd,Political Science,Mathematics and Statistics,60,56,g. 04,g. 12
259278,4th,Economics and Finance,Social Sciences,65,65,g. 04,g. 04
421464,4th,Mathematics and Statistics,Biology,92,89,g. 12,g. 12
143037,3rd,Environmental Sciences,Political Science,73,72,g. 07,g. 07
622476,4th,Biology,Mathematics and Statistics,89,73,g. 10,g. 12
958137,3rd,Economics and Finance,Political Science,68,57,g. 04,g. 12
327323,3rd,Environmental Sciences,Biology,67,68,g. 04,g. 04
689449,4th,Economics and Finance,Political Science,62,63,g. 04,g. 04
748383,6th,Environmental Sciences,Biology,67,79,g. 04,g. 04
361208,3rd,Economics and Finance,Environmental Sciences,66,72,g. 04,g. 04
760626,4th,Economics and Finance,Political Science,66,59,g. 04,g. 12
731461,3rd,Biology,Economics and Finance,68,78,g. 04,g. 04
721303,5th,Social Sciences,Environmental Sciences,48,43,g. 00,g. 00
675795,4th,Political Science,Mathematics and Statistics,61,63,g. 04,g. 04
836685,3rd,Political Science,Mathematics and Statistics,51,64,g. 02,g. 02
665770,5th,Mathematics and Statistics,Economics and Finance,92,94,g. 12,g. 12
576890,6th,Biology,Environmental Sciences,81,75,g. 10,g. 12
524024,3rd,Social Sciences,Environmental Sciences,51,44,g. 02,g. 12
800846,3rd,Mathematics and Statistics,Environmental Sciences,86,88,g. 10,g. 10
616352,4th,Biology,Economics and Finance,73,81,g. 07,g. 07
988309,4th,Environmental Sciences,Economics and Finance,74,75,g. 07,g. 07
862762,3rd,Environmental Sciences,Biology,68,71,g. 04,g. 04
805925,6th,Biology,Environmental Sciences,79,72,g. 07,g. 07
542044,3rd,Mathematics and Statistics,Economics and Finance,84,89,g. 10,g. 10
336678,3rd,Political Science,Mathematics and Statistics,51,54,g. 02,g. 02
560004,6th,Economics and Finance,Mathematics and Statistics,66,67,g. 04,g. 04
556413,3rd,Economics and Finance,Political Science,57,65,g. 02,g. 02
988314,3rd,Biology,Political Science,83,82,g. 10,g. 10
894705,3rd,Biology,Environmental Sciences,78,79,g. 07,g. 07
880546,4th,Economics and Finance,Political Science,67,61,g. 04,g. 04
741263,4th,Social Sciences,Mathematics and Statistics,46,39,g. 00,g. 00
800842,6th,Mathematics and Statistics,Political Science,78,88,g. 07,g. 07
839043,5th,Biology,Economics and Finance,80,83,g. 10,g. 10
947879,6th,Environmental Sciences,Mathematics and Statistics,69,74,g. 04,g. 04
582747,3rd,Biology,Political Science,78,77,g. 07,g. 07
207162,3rd,Environmental Sciences,Political Science,71,67,g. 07,g. 12
655374,6th,Social Sciences,Environmental Sciences,40,42,g. 00,g. 00
355008,6th,Political Science,Mathematics and Statistics,63,62,g. 04,g. 04
386429,4th,Biology,Social Sciences,83,74,g. 10,g. 12
420992,5th,Political Science,Social Sciences,48,59,g. 00,g. 00
292934,5th,Mathematics and Statistics,Biology,89,90,g. 10,g. 10
653023,4th,Social Sciences,Economics and Finance,44,47,g. 00,g. 00
820995,4th,Economics and Finance,Environmental Sciences,68,67,g. 04,g. 04
629121,6th,Political Science,Social Sciences,52,48,g. 02,g. 12
752039,6th,Economics and Finance,Mathematics and Statistics,69,73,g. 04,g. 04
376499,4th,Biology,Social Sciences,86,76,g. 10,g. 12
383853,4th,Biology,Mathematics and Statistics,73,84,g. 07,g. 07
353827,4th,Mathematics and Statistics,Political Science,92,96,g. 12,g. 12
619110,5th,Political Science,Economics and Finance,61,64,g. 04,g. 04
691872,4th,Political Science,Social Sciences,47,55,g. 00,g. 00
839506,4th,Political Science,Environmental Sciences,51,63,g. 02,g. 02
646976,6th,Mathematics and Statistics,Economics and Finance,93,92,g. 12,g. 12
839916,3rd,Biology,Political Science,82,79,g. 10,g. 12
461824,5th,Political Science,Economics and Finance,56,54,g. 02,g. 02
416754,>6th,Social Sciences,Economics and Finance,40,47,g. 00,g. 00
138988,4th,Social Sciences,Biology,47,44,g. 00,g. 00
911519,3rd,Social Sciences,Political Science,38,44,g. 00,g. 00
389690,3rd,Political Science,Biology,58,59,g. 02,g. 02
388525,4th,Political Science,Mathematics and Statistics,52,48,g. 02,g. 12
485019,6th,Political Science,Mathematics and Statistics,58,50,g. 02,g. 02
513338,4th,Biology,Social Sciences,77,79,g. 07,g. 07
554629,>6th,Mathematics and Statistics,Economics and Finance,84,88,g. 10,g. 10
917331,6th,Economics and Finance,Biology,67,68,g. 04,g. 04
360030,3rd,Mathematics and Statistics,Social Sciences,91,94,g. 12,g. 12
622392,3rd,Economics and Finance,Social Sciences,69,67,g. 04,g. 04
874795,3rd,Political Science,Economics and Finance,66,64,g. 04,g. 04
415281,3rd,Environmental Sciences,Social Sciences,71,74,g. 07,g. 07
589812,4th,Environmental Sciences,Mathematics and Statistics,79,68,g. 07,g. 12
753635,4th,Mathematics and Statistics,Political Science,89,90,g. 10,g. 10
680065,6th,Mathematics and Statistics,Biology,92,90,g. 12,g. 12
540427,5th,Environmental Sciences,Biology,70,72,g. 07,g. 07
206222,4th,Environmental Sciences,Political Science,73,64,g. 07,g. 12
729186,4th,Political Science,Social Sciences,52,59,g. 02,g. 02
324623,4th,Environmental Sciences,Mathematics and Statistics,70,69,g. 07,g. 12
119206,6th,Environmental Sciences,Social Sciences,72,70,g. 07,g. 07
145139,3rd,Mathematics and Statistics,Political Science,91,88,g. 12,g. 12
492741,4th,Biology,Political Science,84,83,g. 10,g. 10
917754,3rd,Economics and Finance,Biology,71,62,g. 07,g. 12
735071,3rd,Political Science,Social Sciences,56,54,g. 02,g. 02
974017,4th,Political Science,Mathematics and Statistics,63,53,g. 04,g. 12
627900,6th,Biology,Mathematics and Statistics,73,81,g. 07,g. 07
375144,3rd,Environmental Sciences,Biology,74,70,g. 07,g. 07
875144,3rd,Economics and Finance,Environmental Sciences,71,72,g. 07,g. 07
500986,5th,Economics and Finance,Political Science,67,71,g. 04,g. 04
607392,3rd,Social Sciences,Political Science,48,53,g. 00,g. 00
931516,4th,Biology,Mathematics and Statistics,71,69,g. 07,g. 12
553233,5th,Social Sciences,Mathematics and Statistics,46,36,g. 00,g. 00
880649,6th,Biology,Political Science,81,74,g. 10,g. 12
697735,3rd,Environmental Sciences,Political Science,73,72,g. 07,g. 07
883766,5th,Mathematics and Statistics,Social Sciences,88,91,g. 10,g. 10
112287,6th,Political Science,Mathematics and Statistics,52,55,g. 02,g. 02
266505,4th,Economics and Finance,Mathematics and Statistics,69,66,g. 04,g. 04
618746,5th,Social Sciences,Environmental Sciences,44,41,g. 00,g. 00
926192,4th,Economics and Finance,Environmental Sciences,74,61,g. 07,g. 12
463547,3rd,Mathematics and Statistics,Economics and Finance,81,96,g. 10,g. 10
444812,4th,Political Science,Environmental Sciences,57,60,g. 02,g. 02
572619,3rd,Economics and Finance,Environmental Sciences,66,73,g. 04,g. 04
373808,4th,Social Sciences,Economics and Finance,50,47,g. 02,g. 12
212520,6th,Mathematics and Statistics,Environmental Sciences,91,86,g. 12,g. 12
389953,5th,Political Science,Economics and Finance,58,57,g. 02,g. 02
919970,3rd,Biology,Political Science,78,78,g. 07,g. 07
474963,6th,Environmental Sciences,Economics and Finance,73,66,g. 07,g. 12
941786,5th,Social Sciences,Biology,47,35,g. 00,g. 00
876205,4th,Political Science,Mathematics and Statistics,51,52,g. 02,g. 02
813778,3rd,Environmental Sciences,Political Science,72,72,g. 07,g. 07
920751,5th,Biology,Social Sciences,71,74,g. 07,g. 07
856130,4th,Mathematics and Statistics,Political Science,81,90,g. 10,g. 10
256571,3rd,Mathematics and Statistics,Environmental Sciences,83,93,g. 10,g. 10
987786,4th,Mathematics and Statistics,Environmental Sciences,91,91,g. 12,g. 12
197813,4th,Mathematics and Statistics,Environmental Sciences,92,92,g. 12,g. 12
260610,4th,Mathematics and Statistics,Social Sciences,90,84,g. 12,g. 12
194722,3rd,Environmental Sciences,Mathematics and Statistics,75,66,g. 07,g. 12
782222,>6th,Biology,Environmental Sciences,70,82,g. 07,g. 07
474003,5th,Social Sciences,Political Science,35,48,g. 00,g. 00
142626,3rd,Political Science,Social Sciences,52,58,g. 02,g. 02
613153,3rd,Economics and Finance,Mathematics and Statistics,69,71,g. 04,g. 04
896212,3rd,Social Sciences,Environmental Sciences,39,39,g. 00,g. 00
447520,4th,Environmental Sciences,Mathematics and Statistics,72,78,g. 07,g. 07
639871,>6th,Environmental Sciences,Political Science,76,69,g. 07,g. 12
284963,4th,Political Science,Economics and Finance,55,53,g. 02,g. 02
497911,4th,Social Sciences,Biology,47,39,g. 00,g. 00
652653,5th,Mathematics and Statistics,Economics and Finance,90,92,g. 12,g. 12
147567,6th,Mathematics and Statistics,Biology,91,91,g. 12,g. 12
283142,3rd,Mathematics and Statistics,Biology,88,95,g. 10,g. 10
481387,3rd,Economics and Finance,Political Science,62,64,g. 04,g. 04
488499,4th,Social Sciences,Political Science,43,51,g. 00,g. 00
302702,4th,Economics and Finance,Environmental Sciences,60,70,g. 04,g. 04
675239,4th,Political Science,Mathematics and Statistics,56,57,g. 02,g. 02
178963,3rd,Mathematics and Statistics,Economics and Finance,84,89,g. 10,g. 10
566032,6th,Social Sciences,Political Science,52,56,g. 02,g. 02
648475,3rd,Mathematics and Statistics,Political Science,91,88,g. 12,g. 12
364394,5th,Environmental Sciences,Economics and Finance,62,76,g. 04,g. 04
673124,>6th,Social Sciences,Political Science,51,49,g. 02,g. 12
318944,5th,Biology,Environmental Sciences,77,83,g. 07,g. 07
244836,4th,Biology,Economics and Finance,76,76,g. 07,g. 07
627885,6th,Mathematics and Statistics,Social Sciences,88,91,g. 10,g. 10
590147,4th,Mathematics and Statistics,Economics and Finance,87,91,g. 10,g. 10
807104,4th,Social Sciences,Political Science,49,55,g. 00,g. 00
874432,3rd,Environmental Sciences,Political Science,72,73,g. 07,g. 07
213053,3rd,Economics and Finance,Mathematics and Statistics,73,71,g. 07,g. 07
390650,4th,Environmental Sciences,Political Science,74,64,g. 07,g. 12
307893,6th,Mathematics and Statistics,Biology,83,86,g. 10,g. 10
918468,6th,Economics and Finance,Political Science,66,73,g. 04,g. 04
200157,4th,Biology,Social Sciences,78,83,g. 07,g. 07
921278,3rd,Environmental Sciences,Mathematics and Statistics,66,75,g. 04,g. 04
780968,>6th,Economics and Finance,Environmental Sciences,59,72,g. 02,g. 02
531025,3rd,Political Science,Environmental Sciences,47,58,g. 00,g. 00
978641,6th,Biology,Mathematics and Statistics,80,82,g. 10,g. 10
296520,4th,Biology,Social Sciences,81,77,g. 10,g. 12
205185,4th,Mathematics and Statistics,Biology,90,92,g. 12,g. 12
370035,4th,Biology,Economics and Finance,86,82,g. 10,g. 10
805758,6th,Environmental Sciences,Economics and Finance,78,73,g. 07,g. 07
295796,3rd,Biology,Political Science,81,75,g. 10,g. 12
342326,3rd,Social Sciences,Economics and Finance,42,44,g. 00,g. 00
548221,5th,Economics and Finance,Environmental Sciences,65,66,g. 04,g. 04
621070,5th,Mathematics and Statistics,Environmental Sciences,89,91,g. 10,g. 10
572099,3rd,Social Sciences,Mathematics and Statistics,40,50,g. 00,g. 00
750403,5th,Mathematics and Statistics,Environmental Sciences,88,91,g. 10,g. 10
362030,5th,Biology,Political Science,69,76,g. 04,g. 04
282162,4th,Environmental Sciences,Biology,78,65,g. 07,g. 12
344331,4th,Economics and Finance,Mathematics and Statistics,61,75,g. 04,g. 04
375990,3rd,Mathematics and Statistics,Biology,86,92,g. 10,g. 10
160979,3rd,Environmental Sciences,Political Science,68,59,g. 04,g. 12
258568,5th,Political Science,Environmental Sciences,53,57,g. 02,g. 02
462915,5th,Political Science,Environmental Sciences,61,58,g. 04,g. 12
422442,3rd,Economics and Finance,Biology,75,64,g. 07,g. 12
153742,6th,Economics and Finance,Environmental Sciences,73,68,g. 07,g. 12
290369,6th,Biology,Social Sciences,83,68,g. 10,g. 12
163486,3rd,Economics and Finance,Biology,63,66,g. 04,g. 04
299659,6th,Political Science,Economics and Finance,54,52,g. 02,g. 02
190126,4th,Political Science,Environmental Sciences,54,57,g. 02,g. 02
291883,4th,Biology,Economics and Finance,77,76,g. 07,g. 07
937655,3rd,Environmental Sciences,Biology,76,74,g. 07,g. 07
813787,3rd,Political Science,Mathematics and Statistics,50,54,g. 02,g. 02
982545,3rd,Mathematics and Statistics,Social Sciences,89,91,g. 10,g. 10
908728,5th,Mathematics and Statistics,Biology,89,88,g. 10,g. 10
325737,3rd,Mathematics and Statistics,Biology,89,92,g. 10,g. 10
903420,6th,Mathematics and Statistics,Political Science,92,93,g. 12,g. 12
482355,4th,Mathematics and Statistics,Economics and Finance,89,92,g. 10,g. 10
641704,4th,Social Sciences,Biology,48,46,g. 00,g. 00
729855,6th,Social Sciences,Economics and Finance,40,48,g. 00,g. 00
156708,5th,Environmental Sciences,Economics and Finance,79,69,g. 07,g. 12
880651,5th,Biology,Social Sciences,79,84,g. 07,g. 07
949961,4th,Political Science,Economics and Finance,58,50,g. 02,g. 02
335840,4th,Biology,Mathematics and Statistics,77,72,g. 07,g. 07
883094,4th,Economics and Finance,Social Sciences,68,66,g. 04,g. 04
653324,3rd,Social Sciences,Mathematics and Statistics,42,38,g. 00,g. 00
149335,4th,Environmental Sciences,Political Science,74,70,g. 07,g. 07
716746,6th,Environmental Sciences,Mathematics and Statistics,73,75,g. 07,g. 07
958701,3rd,Mathematics and Statistics,Environmental Sciences,88,89,g. 10,g. 10
794646,6th,Mathematics and Statistics,Political Science,86,88,g. 10,g. 10
870975,4th,Biology,Mathematics and Statistics,75,68,g. 07,g. 12
584494,6th,Economics and Finance,Social Sciences,75,71,g. 07,g. 07
431217,5th,Economics and Finance,Social Sciences,57,67,g. 02,g. 02
471621,6th,Political Science,Biology,50,61,g. 02,g. 02
210741,5th,Political Science,Mathematics and Statistics,63,56,g. 04,g. 12
675719,4th,Environmental Sciences,Economics and Finance,69,74,g. 04,g. 04
887852,4th,Mathematics and Statistics,Biology,87,82,g. 10,g. 10
471394,3rd,Biology,Environmental Sciences,77,74,g. 07,g. 07
117780,>6th,Biology,Economics and Finance,76,82,g. 07,g. 07
115897,3rd,Biology,Social Sciences,79,78,g. 07,g. 07
650356,4th,Economics and Finance,Social Sciences,63,65,g. 04,g. 04
746550,4th,Economics and Finance,Biology,67,72,g. 04,g. 04
786487,6th,Mathematics and Statistics,Social Sciences,88,88,g. 10,g. 10
480857,3rd,Economics and Finance,Environmental Sciences,70,69,g. 07,g. 12
547467,3rd,Political Science,Biology,58,61,g. 02,g. 02
387283,4th,Mathematics and Statistics,Biology,86,91,g. 10,g. 10
125869,3rd,Environmental Sciences,Mathematics and Statistics,66,75,g. 04,g. 04
348469,6th,Environmental Sciences,Biology,74,71,g. 07,g. 07
308916,5th,Economics and Finance,Biology,68,61,g. 04,g. 04
171584,3rd,Social Sciences,Biology,40,48,g. 00,g. 00
181221,5th,Environmental Sciences,Mathematics and Statistics,65,69,g. 04,g. 04
765447,3rd,Biology,Mathematics and Statistics,78,76,g. 07,g. 07
783404,3rd,Biology,Economics and Finance,83,79,g. 10,g. 12
454710,6th,Social Sciences,Biology,51,43,g. 02,g. 12
173188,3rd,Environmental Sciences,Biology,76,67,g. 07,g. 12
178868,3rd,Mathematics and Statistics,Economics and Finance,87,86,g. 10,g. 10
370657,3rd,Biology,Political Science,74,82,g. 07,g. 07
678169,>6th,Social Sciences,Environmental Sciences,40,44,g. 00,g. 00
403145,5th,Biology,Mathematics and Statistics,78,82,g. 07,g. 07
537342,6th,Environmental Sciences,Biology,82,72,g. 10,g. 12
287764,4th,Biology,Political Science,77,84,g. 07,g. 07
419922,5th,Mathematics and Statistics,Political Science,91,91,g. 12,g. 12
141917,5th,Political Science,Social Sciences,64,49,g. 04,g. 12
478244,4th,Political Science,Environmental Sciences,53,55,g. 02,g. 02
206439,4th,Economics and Finance,Political Science,66,70,g. 04,g. 04
329406,3rd,Biology,Political Science,82,84,g. 10,g. 10
848785,4th,Political Science,Biology,54,49,g. 02,g. 12
427481,3rd,Social Sciences,Biology,45,42,g. 00,g. 00
894399,3rd,Mathematics and Statistics,Social Sciences,89,92,g. 10,g. 10
250771,5th,Environmental Sciences,Social Sciences,76,64,g. 07,g. 12
314391,4th,Environmental Sciences,Biology,69,70,g. 04,g. 04
303490,6th,Mathematics and Statistics,Social Sciences,92,90,g. 12,g. 12
619460,4th,Economics and Finance,Political Science,70,58,g. 07,g. 12
754989,4th,Political Science,Social Sciences,58,64,g. 02,g. 02
689548,3rd,Environmental Sciences,Economics and Finance,69,71,g. 04,g. 04
550241,4th,Mathematics and Statistics,Environmental Sciences,91,83,g. 12,g. 12
938711,6th,Mathematics and Statistics,Political Science,92,87,g. 12,g. 12
584436,3rd,Mathematics and Statistics,Economics and Finance,81,92,g. 10,g. 10
325636,>6th,Environmental Sciences,Biology,60,77,g. 04,g. 04
147082,5th,Biology,Social Sciences,80,79,g. 10,g. 12
644945,3rd,Biology,Political Science,85,85,g. 10,g. 10
599735,4th,Environmental Sciences,Political Science,76,70,g. 07,g. 07
336421,4th,Mathematics and Statistics,Political Science,89,87,g. 10,g. 10
385335,6th,Political Science,Mathematics and Statistics,53,49,g. 02,g. 12
237477,4th,Political Science,Biology,60,54,g. 04,g. 12
503783,>6th,Social Sciences,Mathematics and Statistics,45,45,g. 00,g. 00
759080,6th,Economics and Finance,Biology,67,65,g. 04,g. 04
292619,6th,Environmental Sciences,Political Science,74,81,g. 07,g. 07
315147,5th,Environmental Sciences,Biology,69,80,g. 04,g. 04
666519,5th,Biology,Political Science,72,83,g. 07,g. 07
365951,6th,Environmental Sciences,Biology,71,79,g. 07,g. 07
560789,3rd,Biology,Mathematics and Statistics,80,81,g. 10,g. 10
163423,4th,Social Sciences,Mathematics and Statistics,52,50,g. 02,g. 02
303642,6th,Economics and Finance,Mathematics and Statistics,67,65,g. 04,g. 04
640122,4th,Economics and Finance,Social Sciences,69,54,g. 04,g. 12
112092,5th,Mathematics and Statistics,Social Sciences,86,91,g. 10,g. 10
835240,3rd,Environmental Sciences,Social Sciences,70,78,g. 07,g. 07
749754,3rd,Political Science,Mathematics and Statistics,61,52,g. 04,g. 12
346619,5th,Economics and Finance,Social Sciences,70,70,g. 07,g. 07
381240,4th,Environmental Sciences,Biology,69,70,g. 04,g. 04
348515,4th,Political Science,Social Sciences,49,58,g. 00,g. 00
198637,3rd,Environmental Sciences,Economics and Finance,69,75,g. 04,g. 04
777279,5th,Environmental Sciences,Mathematics and Statistics,80,74,g. 10,g. 12
120107,>6th,Social Sciences,Economics and Finance,48,43,g. 00,g. 00
492028,3rd,Mathematics and Statistics,Political Science,88,91,g. 10,g. 10
522197,5th,Biology,Political Science,78,75,g. 07,g. 07
385899,>6th,Political Science,Social Sciences,63,64,g. 04,g. 04
837212,3rd,Political Science,Biology,53,47,g. 02,g. 12
302218,3rd,Environmental Sciences,Mathematics and Statistics,73,75,g. 07,g. 07
708577,3rd,Mathematics and Statistics,Political Science,85,91,g. 10,g. 10
362573,>6th,Economics and Finance,Political Science,71,72,g. 07,g. 07
697745,4th,Mathematics and Statistics,Social Sciences,90,91,g. 12,g. 12
295967,3rd,Social Sciences,Environmental Sciences,40,43,g. 00,g. 00
146635,6th,Mathematics and Statistics,Political Science,89,88,g. 10,g. 10
987934,4th,Mathematics and Statistics,Environmental Sciences,92,94,g. 12,g. 12
645865,5th,Political Science,Social Sciences,61,56,g. 04,g. 12
590897,6th,Economics and Finance,Mathematics and Statistics,63,66,g. 04,g. 04
631974,3rd,Environmental Sciences,Political Science,65,75,g. 04,g. 04
677942,5th,Social Sciences,Economics and Finance,41,53,g. 00,g. 00
137613,6th,Political Science,Environmental Sciences,64,53,g. 04,g. 12
396851,3rd,Economics and Finance,Environmental Sciences,64,68,g. 04,g. 04
410212,6th,Biology,Political Science,81,82,g. 10,g. 10
739914,4th,Biology,Political Science,75,78,g. 07,g. 07
